Year,Series,Sex,Cobertura,Residencia,Discapacidad,Province,County,Municipality,Units,GeoCode,Value
2019,EU_COV_RGI,,TIT,MIGRANT,,,,Añana,"Per 1,000 people",Añana,0.0
2016,EU_COV_RGI,,TIT,MIGRANT,,,,Añana,"Per 1,000 people",Añana,0.0
2017,EU_COV_RGI,,TIT,MIGRANT,,,,Añana,"Per 1,000 people",Añana,0.0
2020,EU_COV_RGI,,TIT,MIGRANT,,,,Añana,"Per 1,000 people",Añana,0.0
2014,EU_COV_RGI,,TIT,MIGRANT,,,,Añana,"Per 1,000 people",Añana,0.0
2016,EU_COV_RGI,,TIT,MIGRANT,,,,Arakaldo,"Per 1,000 people",Arakaldo,0.0
2021,EU_COV_RGI,,TIT,MIGRANT,,,,Arakaldo,"Per 1,000 people",Arakaldo,0.0
2019,EU_COV_RGI,,TIT,MIGRANT,,,,Arakaldo,"Per 1,000 people",Arakaldo,0.0
2018,EU_COV_RGI,,TIT,MIGRANT,,,,Arakaldo,"Per 1,000 people",Arakaldo,0.0
2015,EU_COV_RGI,,TIT,MIGRANT,,,,Arakaldo,"Per 1,000 people",Arakaldo,0.0
2017,EU_COV_RGI,,TIT,MIGRANT,,,,Arakaldo,"Per 1,000 people",Arakaldo,0.0
2014,EU_COV_RGI,,TIT,MIGRANT,,,,Arakaldo,"Per 1,000 people",Arakaldo,250.0
2020,EU_COV_RGI,,TIT,MIGRANT,,,,Arakaldo,"Per 1,000 people",Arakaldo,0.0
2015,EU_COV_RGI,,TIT,MIGRANT,,,,Arama,"Per 1,000 people",Arama,55.6
2021,EU_COV_RGI,,TIT,MIGRANT,,,,Arama,"Per 1,000 people",Arama,0.0
2016,EU_COV_RGI,,TIT,MIGRANT,,,,Arama,"Per 1,000 people",Arama,55.6
2019,EU_COV_RGI,,TIT,MIGRANT,,,,Arama,"Per 1,000 people",Arama,0.0
2020,EU_COV_RGI,,TIT,MIGRANT,,,,Arama,"Per 1,000 people",Arama,45.5
2014,EU_COV_RGI,,TIT,MIGRANT,,,,Arama,"Per 1,000 people",Arama,47.6
2018,EU_COV_RGI,,TIT,MIGRANT,,,,Arama,"Per 1,000 people",Arama,62.5
2017,EU_COV_RGI,,TIT,MIGRANT,,,,Arama,"Per 1,000 people",Arama,58.8
2014,EU_COV_RGI,,TIT,MIGRANT,,,,Aramaio,"Per 1,000 people",Aramaio,100.0
2016,EU_COV_RGI,,TIT,MIGRANT,,,,Aramaio,"Per 1,000 people",Aramaio,217.4
2018,EU_COV_RGI,,TIT,MIGRANT,,,,Aramaio,"Per 1,000 people",Aramaio,137.9
2017,EU_COV_RGI,,TIT,MIGRANT,,,,Aramaio,"Per 1,000 people",Aramaio,272.7
2021,EU_COV_RGI,,TIT,MIGRANT,,,,Aramaio,"Per 1,000 people",Aramaio,105.3
2015,EU_COV_RGI,,TIT,MIGRANT,,,,Aramaio,"Per 1,000 people",Aramaio,156.3
2020,EU_COV_RGI,,TIT,MIGRANT,,,,Aramaio,"Per 1,000 people",Aramaio,58.8
2019,EU_COV_RGI,,TIT,MIGRANT,,,,Aramaio,"Per 1,000 people",Aramaio,83.3
2016,EU_COV_RGI,,TIT,MIGRANT,,,,Arantzazu,"Per 1,000 people",Arantzazu,52.6
2021,EU_COV_RGI,,TIT,MIGRANT,,,,Arantzazu,"Per 1,000 people",Arantzazu,27.0
2015,EU_COV_RGI,,TIT,MIGRANT,,,,Arantzazu,"Per 1,000 people",Arantzazu,100.0
2018,EU_COV_RGI,,TIT,MIGRANT,,,,Arantzazu,"Per 1,000 people",Arantzazu,66.7
2017,EU_COV_RGI,,TIT,MIGRANT,,,,Arantzazu,"Per 1,000 people",Arantzazu,76.9
2014,EU_COV_RGI,,TIT,MIGRANT,,,,Arantzazu,"Per 1,000 people",Arantzazu,153.8
2019,EU_COV_RGI,,TIT,MIGRANT,,,,Arantzazu,"Per 1,000 people",Arantzazu,34.5
2020,EU_COV_RGI,,TIT,MIGRANT,,,,Arantzazu,"Per 1,000 people",Arantzazu,28.6
2014,EU_COV_RGI,,TIT,MIGRANT,,,,Areatza,"Per 1,000 people",Areatza,87.9
2015,EU_COV_RGI,,TIT,MIGRANT,,,,Areatza,"Per 1,000 people",Areatza,93.2
2018,EU_COV_RGI,,TIT,MIGRANT,,,,Areatza,"Per 1,000 people",Areatza,56.5
2016,EU_COV_RGI,,TIT,MIGRANT,,,,Areatza,"Per 1,000 people",Areatza,69.0
2017,EU_COV_RGI,,TIT,MIGRANT,,,,Areatza,"Per 1,000 people",Areatza,64.5
2019,EU_COV_RGI,,TIT,MIGRANT,,,,Areatza,"Per 1,000 people",Areatza,43.8
2021,EU_COV_RGI,,TIT,MIGRANT,,,,Areatza,"Per 1,000 people",Areatza,45.5
2020,EU_COV_RGI,,TIT,MIGRANT,,,,Areatza,"Per 1,000 people",Areatza,57.0
2016,EU_COV_RGI,,TIT,MIGRANT,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,104.7
2018,EU_COV_RGI,,TIT,MIGRANT,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,88.5
2017,EU_COV_RGI,,TIT,MIGRANT,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,118.0
2014,EU_COV_RGI,,TIT,MIGRANT,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,86.7
2020,EU_COV_RGI,,TIT,MIGRANT,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,99.0
2015,EU_COV_RGI,,TIT,MIGRANT,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,92.9
2019,EU_COV_RGI,,TIT,MIGRANT,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,79.6
2021,EU_COV_RGI,,TIT,MIGRANT,,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,98.0
2015,EU_COV_RGI,,TIT,MIGRANT,,,,Armiñón,"Per 1,000 people",Armiñón,0.0
2018,EU_COV_RGI,,TIT,MIGRANT,,,,Armiñón,"Per 1,000 people",Armiñón,181.8
2016,EU_COV_RGI,,TIT,MIGRANT,,,,Armiñón,"Per 1,000 people",Armiñón,157.9
2020,EU_COV_RGI,,TIT,MIGRANT,,,,Armiñón,"Per 1,000 people",Armiñón,58.8
2019,EU_COV_RGI,,TIT,MIGRANT,,,,Armiñón,"Per 1,000 people",Armiñón,181.8
2021,EU_COV_RGI,,TIT,MIGRANT,,,,Armiñón,"Per 1,000 people",Armiñón,62.5
2014,EU_COV_RGI,,TIT,MIGRANT,,,,Armiñón,"Per 1,000 people",Armiñón,0.0
2017,EU_COV_RGI,,TIT,MIGRANT,,,,Armiñón,"Per 1,000 people",Armiñón,181.8
2021,EU_COV_RGI,,TIT,MIGRANT,,,,Arraia-Maeztu,"Per 1,000 people",Arraia-Maeztu,0.0
2018,EU_COV_RGI,,TIT,MIGRANT,,,,Arraia-Maeztu,"Per 1,000 people",Arraia-Maeztu,28.6
2017,EU_COV_RGI,,TIT,MIGRANT,,,,Arraia-Maeztu,"Per 1,000 people",Arraia-Maeztu,34.5
2015,EU_COV_RGI,,TIT,MIGRANT,,,,Arraia-Maeztu,"Per 1,000 people",Arraia-Maeztu,93.8
2016,EU_COV_RGI,,TIT,MIGRANT,,,,Arraia-Maeztu,"Per 1,000 people",Arraia-Maeztu,69.8
2014,EU_COV_RGI,,TIT,MIGRANT,,,,Arraia-Maeztu,"Per 1,000 people",Arraia-Maeztu,76.9
2019,EU_COV_RGI,,TIT,MIGRANT,,,,Arraia-Maeztu,"Per 1,000 people",Arraia-Maeztu,0.0
2020,EU_COV_RGI,,TIT,MIGRANT,,,,Arraia-Maeztu,"Per 1,000 people",Arraia-Maeztu,0.0
2016,EU_COV_RGI,,TIT,MIGRANT,,,,Arrankudiaga-Zollo,"Per 1,000 people",Arrankudiaga-Zollo,117.6
2017,EU_COV_RGI,,TIT,MIGRANT,,,,Arrankudiaga-Zollo,"Per 1,000 people",Arrankudiaga-Zollo,87.0
2020,EU_COV_RGI,,TIT,MIGRANT,,,,Arrankudiaga-Zollo,"Per 1,000 people",Arrankudiaga-Zollo,0.0
2019,EU_COV_RGI,,TIT,MIGRANT,,,,Arrankudiaga-Zollo,"Per 1,000 people",Arrankudiaga-Zollo,57.1
2014,EU_COV_RGI,,TIT,MIGRANT,,,,Arrankudiaga-Zollo,"Per 1,000 people",Arrankudiaga-Zollo,0.0
2018,EU_COV_RGI,,TIT,MIGRANT,,,,Arrankudiaga-Zollo,"Per 1,000 people",Arrankudiaga-Zollo,57.1
2021,EU_COV_RGI,,TIT,MIGRANT,,,,Arrankudiaga-Zollo,"Per 1,000 people",Arrankudiaga-Zollo,33.3
2015,EU_COV_RGI,,TIT,MIGRANT,,,,Arrankudiaga-Zollo,"Per 1,000 people",Arrankudiaga-Zollo,181.8
2015,EU_COV_RGI,,TIT,MIGRANT,,,,Arrasate/Mondragón,"Per 1,000 people",Arrasate/Mondragón,132.6
2020,EU_COV_RGI,,TIT,MIGRANT,,,,Arrasate/Mondragón,"Per 1,000 people",Arrasate/Mondragón,86.9
2014,EU_COV_RGI,,TIT,MIGRANT,,,,Arrasate/Mondragón,"Per 1,000 people",Arrasate/Mondragón,117.8
2016,EU_COV_RGI,,TIT,MIGRANT,,,,Arrasate/Mondragón,"Per 1,000 people",Arrasate/Mondragón,145.2
2018,EU_COV_RGI,,TIT,MIGRANT,,,,Arrasate/Mondragón,"Per 1,000 people",Arrasate/Mondragón,120.5
2017,EU_COV_RGI,,TIT,MIGRANT,,,,Arrasate/Mondragón,"Per 1,000 people",Arrasate/Mondragón,139.7
2021,EU_COV_RGI,,TIT,MIGRANT,,,,Arrasate/Mondragón,"Per 1,000 people",Arrasate/Mondragón,96.0
2019,EU_COV_RGI,,TIT,MIGRANT,,,,Arrasate/Mondragón,"Per 1,000 people",Arrasate/Mondragón,86.3
2017,EU_COV_RGI,,TIT,MIGRANT,,,,Arratzu,"Per 1,000 people",Arratzu,0.0
2020,EU_COV_RGI,,TIT,MIGRANT,,,,Arratzu,"Per 1,000 people",Arratzu,0.0
2018,EU_COV_RGI,,TIT,MIGRANT,,,,Arratzu,"Per 1,000 people",Arratzu,0.0
2021,EU_COV_RGI,,TIT,MIGRANT,,,,Arratzu,"Per 1,000 people",Arratzu,0.0
2016,EU_COV_RGI,,TIT,MIGRANT,,,,Arratzu,"Per 1,000 people",Arratzu,0.0
2015,EU_COV_RGI,,TIT,MIGRANT,,,,Arratzu,"Per 1,000 people",Arratzu,0.0
2019,EU_COV_RGI,,TIT,MIGRANT,,,,Arratzu,"Per 1,000 people",Arratzu,0.0
2014,EU_COV_RGI,,TIT,MIGRANT,,,,Arratzu,"Per 1,000 people",Arratzu,62.5
2016,EU_COV_RGI,,TIT,MIGRANT,,,,Arratzua-Ubarrundia,"Per 1,000 people",Arratzua-Ubarrundia,71.4
2019,EU_COV_RGI,,TIT,MIGRANT,,,,Arratzua-Ubarrundia,"Per 1,000 people",Arratzua-Ubarrundia,52.6
2018,EU_COV_RGI,,TIT,MIGRANT,,,,Arratzua-Ubarrundia,"Per 1,000 people",Arratzua-Ubarrundia,29.4
2017,EU_COV_RGI,,TIT,MIGRANT,,,,Arratzua-Ubarrundia,"Per 1,000 people",Arratzua-Ubarrundia,66.7
2015,EU_COV_RGI,,TIT,MIGRANT,,,,Arratzua-Ubarrundia,"Per 1,000 people",Arratzua-Ubarrundia,87.0
2014,EU_COV_RGI,,TIT,MIGRANT,,,,Arratzua-Ubarrundia,"Per 1,000 people",Arratzua-Ubarrundia,69.0
2020,EU_COV_RGI,,TIT,MIGRANT,,,,Arratzua-Ubarrundia,"Per 1,000 people",Arratzua-Ubarrundia,0.0
2021,EU_COV_RGI,,TIT,MIGRANT,,,,Arratzua-Ubarrundia,"Per 1,000 people",Arratzua-Ubarrundia,0.0
2014,EU_COV_RGI,,TIT,MIGRANT,,,,Arrieta,"Per 1,000 people",Arrieta,47.6
2016,EU_COV_RGI,,TIT,MIGRANT,,,,Arrieta,"Per 1,000 people",Arrieta,0.0
2015,EU_COV_RGI,,TIT,MIGRANT,,,,Arrieta,"Per 1,000 people",Arrieta,52.6
2017,EU_COV_RGI,,TIT,MIGRANT,,,,Arrieta,"Per 1,000 people",Arrieta,0.0
2020,EU_COV_RGI,,TIT,MIGRANT,,,,Arrieta,"Per 1,000 people",Arrieta,0.0
2021,EU_COV_RGI,,TIT,MIGRANT,,,,Arrieta,"Per 1,000 people",Arrieta,0.0
2018,EU_COV_RGI,,TIT,MIGRANT,,,,Arrieta,"Per 1,000 people",Arrieta,0.0
2019,EU_COV_RGI,,TIT,MIGRANT,,,,Arrieta,"Per 1,000 people",Arrieta,0.0
2016,EU_COV_RGI,,TIT,MIGRANT,,,,Arrigorriaga,"Per 1,000 people",Arrigorriaga,121.3
2017,EU_COV_RGI,,TIT,MIGRANT,,,,Arrigorriaga,"Per 1,000 people",Arrigorriaga,124.3
2021,EU_COV_RGI,,TIT,MIGRANT,,,,Arrigorriaga,"Per 1,000 people",Arrigorriaga,89.9
2014,EU_COV_RGI,,TIT,MIGRANT,,,,Arrigorriaga,"Per 1,000 people",Arrigorriaga,137.6
2019,EU_COV_RGI,,TIT,MIGRANT,,,,Arrigorriaga,"Per 1,000 people",Arrigorriaga,81.5
2018,EU_COV_RGI,,TIT,MIGRANT,,,,Arrigorriaga,"Per 1,000 people",Arrigorriaga,88.7
2015,EU_COV_RGI,,TIT,MIGRANT,,,,Arrigorriaga,"Per 1,000 people",Arrigorriaga,158.4
2020,EU_COV_RGI,,TIT,MIGRANT,,,,Arrigorriaga,"Per 1,000 people",Arrigorriaga,86.4
2014,EU_COV_RGI,,TIT,MIGRANT,,,,Artea,"Per 1,000 people",Artea,51.3
2015,EU_COV_RGI,,TIT,MIGRANT,,,,Artea,"Per 1,000 people",Artea,34.5
2016,EU_COV_RGI,,TIT,MIGRANT,,,,Artea,"Per 1,000 people",Artea,45.5
2017,EU_COV_RGI,,TIT,MIGRANT,,,,Artea,"Per 1,000 people",Artea,47.6
2020,EU_COV_RGI,,TIT,MIGRANT,,,,Artea,"Per 1,000 people",Artea,25.0
2019,EU_COV_RGI,,TIT,MIGRANT,,,,Artea,"Per 1,000 people",Artea,32.3
2021,EU_COV_RGI,,TIT,MIGRANT,,,,Artea,"Per 1,000 people",Artea,54.1
2018,EU_COV_RGI,,TIT,MIGRANT,,,,Artea,"Per 1,000 people",Artea,31.3
2014,EU_COV_RGI,,TIT,MIGRANT,,,,Artzentales,"Per 1,000 people",Artzentales,0.0
2015,EU_COV_RGI,,TIT,MIGRANT,,,,Artzentales,"Per 1,000 people",Artzentales,0.0
2017,EU_COV_RGI,,TIT,MIGRANT,,,,Artzentales,"Per 1,000 people",Artzentales,52.6
2019,EU_COV_RGI,,TIT,MIGRANT,,,,Artzentales,"Per 1,000 people",Artzentales,0.0
2020,EU_COV_RGI,,TIT,MIGRANT,,,,Artzentales,"Per 1,000 people",Artzentales,45.5
2021,EU_COV_RGI,,TIT,MIGRANT,,,,Artzentales,"Per 1,000 people",Artzentales,111.1
2018,EU_COV_RGI,,TIT,MIGRANT,,,,Artzentales,"Per 1,000 people",Artzentales,66.7
2016,EU_COV_RGI,,TIT,MIGRANT,,,,Artzentales,"Per 1,000 people",Artzentales,0.0
2019,EU_COV_RGI,,TIT,MIGRANT,,,,Artziniega,"Per 1,000 people",Artziniega,85.7
2014,EU_COV_RGI,,TIT,MIGRANT,,,,Artziniega,"Per 1,000 people",Artziniega,100.0
2020,EU_COV_RGI,,TIT,MIGRANT,,,,Artziniega,"Per 1,000 people",Artziniega,142.9
2018,EU_COV_RGI,,TIT,MIGRANT,,,,Artziniega,"Per 1,000 people",Artziniega,119.7
2017,EU_COV_RGI,,TIT,MIGRANT,,,,Artziniega,"Per 1,000 people",Artziniega,105.8
2021,EU_COV_RGI,,TIT,MIGRANT,,,,Artziniega,"Per 1,000 people",Artziniega,135.9
2015,EU_COV_RGI,,TIT,MIGRANT,,,,Artziniega,"Per 1,000 people",Artziniega,126.4
2016,EU_COV_RGI,,TIT,MIGRANT,,,,Artziniega,"Per 1,000 people",Artziniega,112.5
2019,EU_COV_RGI,,TIT,MIGRANT,,,,Asparrena,"Per 1,000 people",Asparrena,42.0
2014,EU_COV_RGI,,TIT,MIGRANT,,,,Asparrena,"Per 1,000 people",Asparrena,130.0
2017,EU_COV_RGI,,TIT,MIGRANT,,,,Asparrena,"Per 1,000 people",Asparrena,78.3
2021,EU_COV_RGI,,TIT,MIGRANT,,,,Asparrena,"Per 1,000 people",Asparrena,63.7
2018,EU_COV_RGI,,TIT,MIGRANT,,,,Asparrena,"Per 1,000 people",Asparrena,63.0
2015,EU_COV_RGI,,TIT,MIGRANT,,,,Asparrena,"Per 1,000 people",Asparrena,188.9
2020,EU_COV_RGI,,TIT,MIGRANT,,,,Asparrena,"Per 1,000 people",Asparrena,77.4
2016,EU_COV_RGI,,TIT,MIGRANT,,,,Asparrena,"Per 1,000 people",Asparrena,113.2
2019,EU_COV_RGI,,TIT,MIGRANT,,,,Asteasu,"Per 1,000 people",Asteasu,50.5
2021,EU_COV_RGI,,TIT,MIGRANT,,,,Asteasu,"Per 1,000 people",Asteasu,44.0
2018,EU_COV_RGI,,TIT,MIGRANT,,,,Asteasu,"Per 1,000 people",Asteasu,51.3
2020,EU_COV_RGI,,TIT,MIGRANT,,,,Asteasu,"Per 1,000 people",Asteasu,83.3
2015,EU_COV_RGI,,TIT,MIGRANT,,,,Asteasu,"Per 1,000 people",Asteasu,52.6
2017,EU_COV_RGI,,TIT,MIGRANT,,,,Asteasu,"Per 1,000 people",Asteasu,65.6
2016,EU_COV_RGI,,TIT,MIGRANT,,,,Asteasu,"Per 1,000 people",Asteasu,76.9
2014,EU_COV_RGI,,TIT,MIGRANT,,,,Asteasu,"Per 1,000 people",Asteasu,32.8
2019,EU_COV_RGI,,TIT,MIGRANT,,,,Astigarraga,"Per 1,000 people",Astigarraga,61.9
2018,EU_COV_RGI,,TIT,MIGRANT,,,,Astigarraga,"Per 1,000 people",Astigarraga,70.6
2014,EU_COV_RGI,,TIT,MIGRANT,,,,Astigarraga,"Per 1,000 people",Astigarraga,24.9
2016,EU_COV_RGI,,TIT,MIGRANT,,,,Astigarraga,"Per 1,000 people",Astigarraga,37.2
2020,EU_COV_RGI,,TIT,MIGRANT,,,,Astigarraga,"Per 1,000 people",Astigarraga,59.6
2017,EU_COV_RGI,,TIT,MIGRANT,,,,Astigarraga,"Per 1,000 people",Astigarraga,56.5
2021,EU_COV_RGI,,TIT,MIGRANT,,,,Astigarraga,"Per 1,000 people",Astigarraga,34.3
2015,EU_COV_RGI,,TIT,MIGRANT,,,,Astigarraga,"Per 1,000 people",Astigarraga,38.6
2016,EU_COV_RGI,,TIT,MIGRANT,,,,Ataun,"Per 1,000 people",Ataun,23.3
2020,EU_COV_RGI,,TIT,MIGRANT,,,,Ataun,"Per 1,000 people",Ataun,36.4
2018,EU_COV_RGI,,TIT,MIGRANT,,,,Ataun,"Per 1,000 people",Ataun,19.6
2019,EU_COV_RGI,,TIT,MIGRANT,,,,Ataun,"Per 1,000 people",Ataun,20.4
2017,EU_COV_RGI,,TIT,MIGRANT,,,,Ataun,"Per 1,000 people",Ataun,24.1
2015,EU_COV_RGI,,TIT,MIGRANT,,,,Ataun,"Per 1,000 people",Ataun,35.7
2014,EU_COV_RGI,,TIT,MIGRANT,,,,Ataun,"Per 1,000 people",Ataun,0.0
2021,EU_COV_RGI,,TIT,MIGRANT,,,,Ataun,"Per 1,000 people",Ataun,50.5
2020,EU_COV_RGI,,TIT,MIGRANT,,,,Atxondo,"Per 1,000 people",Atxondo,58.1
2018,EU_COV_RGI,,TIT,MIGRANT,,,,Atxondo,"Per 1,000 people",Atxondo,57.5
2015,EU_COV_RGI,,TIT,MIGRANT,,,,Atxondo,"Per 1,000 people",Atxondo,113.2
2014,EU_COV_RGI,,TIT,MIGRANT,,,,Atxondo,"Per 1,000 people",Atxondo,85.1
2017,EU_COV_RGI,,TIT,MIGRANT,,,,Atxondo,"Per 1,000 people",Atxondo,59.5
2021,EU_COV_RGI,,TIT,MIGRANT,,,,Atxondo,"Per 1,000 people",Atxondo,88.6
2016,EU_COV_RGI,,TIT,MIGRANT,,,,Atxondo,"Per 1,000 people",Atxondo,28.2
2019,EU_COV_RGI,,TIT,MIGRANT,,,,Atxondo,"Per 1,000 people",Atxondo,55.6
2014,EU_COV_RGI,,TIT,MIGRANT,,,,Aulesti,"Per 1,000 people",Aulesti,125.0
2016,EU_COV_RGI,,TIT,MIGRANT,,,,Aulesti,"Per 1,000 people",Aulesti,0.0
2015,EU_COV_RGI,,TIT,MIGRANT,,,,Aulesti,"Per 1,000 people",Aulesti,111.1
2017,EU_COV_RGI,,TIT,MIGRANT,,,,Aulesti,"Per 1,000 people",Aulesti,52.6
2019,EU_COV_RGI,,TIT,MIGRANT,,,,Aulesti,"Per 1,000 people",Aulesti,0.0
2018,EU_COV_RGI,,TIT,MIGRANT,,,,Aulesti,"Per 1,000 people",Aulesti,43.5
2021,EU_COV_RGI,,TIT,MIGRANT,,,,Aulesti,"Per 1,000 people",Aulesti,38.5
2020,EU_COV_RGI,,TIT,MIGRANT,,,,Aulesti,"Per 1,000 people",Aulesti,0.0
2016,EU_COV_RGI,,TIT,MIGRANT,,,,Ayala/Aiara,"Per 1,000 people",Ayala/Aiara,43.5
2019,EU_COV_RGI,,TIT,MIGRANT,,,,Ayala/Aiara,"Per 1,000 people",Ayala/Aiara,60.0
2020,EU_COV_RGI,,TIT,MIGRANT,,,,Ayala/Aiara,"Per 1,000 people",Ayala/Aiara,0.0
2014,EU_COV_RGI,,TIT,MIGRANT,,,,Ayala/Aiara,"Per 1,000 people",Ayala/Aiara,40.8
2015,EU_COV_RGI,,TIT,MIGRANT,,,,Ayala/Aiara,"Per 1,000 people",Ayala/Aiara,22.2
2017,EU_COV_RGI,,TIT,MIGRANT,,,,Ayala/Aiara,"Per 1,000 people",Ayala/Aiara,0.0
2021,EU_COV_RGI,,TIT,MIGRANT,,,,Ayala/Aiara,"Per 1,000 people",Ayala/Aiara,0.0
2018,EU_COV_RGI,,TIT,MIGRANT,,,,Ayala/Aiara,"Per 1,000 people",Ayala/Aiara,0.0
2018,EU_COV_RGI,,TIT,MIGRANT,,,,Azkoitia,"Per 1,000 people",Azkoitia,86.3
2015,EU_COV_RGI,,TIT,MIGRANT,,,,Azkoitia,"Per 1,000 people",Azkoitia,112.9
2019,EU_COV_RGI,,TIT,MIGRANT,,,,Azkoitia,"Per 1,000 people",Azkoitia,74.8
2021,EU_COV_RGI,,TIT,MIGRANT,,,,Azkoitia,"Per 1,000 people",Azkoitia,79.3
2014,EU_COV_RGI,,TIT,MIGRANT,,,,Azkoitia,"Per 1,000 people",Azkoitia,94.3
2016,EU_COV_RGI,,TIT,MIGRANT,,,,Azkoitia,"Per 1,000 people",Azkoitia,117.3
2017,EU_COV_RGI,,TIT,MIGRANT,,,,Azkoitia,"Per 1,000 people",Azkoitia,107.9
2020,EU_COV_RGI,,TIT,MIGRANT,,,,Azkoitia,"Per 1,000 people",Azkoitia,82.3
2014,EU_COV_RGI,,TIT,MIGRANT,,,,Azpeitia,"Per 1,000 people",Azpeitia,127.2
2017,EU_COV_RGI,,TIT,MIGRANT,,,,Azpeitia,"Per 1,000 people",Azpeitia,104.8
2015,EU_COV_RGI,,TIT,MIGRANT,,,,Azpeitia,"Per 1,000 people",Azpeitia,117.3
2016,EU_COV_RGI,,TIT,MIGRANT,,,,Azpeitia,"Per 1,000 people",Azpeitia,119.5
2020,EU_COV_RGI,,TIT,MIGRANT,,,,Azpeitia,"Per 1,000 people",Azpeitia,94.9
2021,EU_COV_RGI,,TIT,MIGRANT,,,,Azpeitia,"Per 1,000 people",Azpeitia,87.6
2018,EU_COV_RGI,,TIT,MIGRANT,,,,Azpeitia,"Per 1,000 people",Azpeitia,100.0
2019,EU_COV_RGI,,TIT,MIGRANT,,,,Azpeitia,"Per 1,000 people",Azpeitia,87.9
2014,EU_COV_RGI,,TIT,MIGRANT,,,,Bakio,"Per 1,000 people",Bakio,79.2
2016,EU_COV_RGI,,TIT,MIGRANT,,,,Bakio,"Per 1,000 people",Bakio,98.4
2018,EU_COV_RGI,,TIT,MIGRANT,,,,Bakio,"Per 1,000 people",Bakio,85.7
2015,EU_COV_RGI,,TIT,MIGRANT,,,,Bakio,"Per 1,000 people",Bakio,102.0
2017,EU_COV_RGI,,TIT,MIGRANT,,,,Bakio,"Per 1,000 people",Bakio,133.9
2021,EU_COV_RGI,,TIT,MIGRANT,,,,Bakio,"Per 1,000 people",Bakio,74.3
2019,EU_COV_RGI,,TIT,MIGRANT,,,,Bakio,"Per 1,000 people",Bakio,92.2
2020,EU_COV_RGI,,TIT,MIGRANT,,,,Bakio,"Per 1,000 people",Bakio,90.9
2017,EU_COV_RGI,,TIT,MIGRANT,,,,Baliarrain,"Per 1,000 people",Baliarrain,125.0
2018,EU_COV_RGI,,TIT,MIGRANT,,,,Baliarrain,"Per 1,000 people",Baliarrain,125.0
2020,EU_COV_RGI,,TIT,MIGRANT,,,,Baliarrain,"Per 1,000 people",Baliarrain,83.3
2021,EU_COV_RGI,,TIT,MIGRANT,,,,Baliarrain,"Per 1,000 people",Baliarrain,0.0
2015,EU_COV_RGI,,TIT,MIGRANT,,,,Baliarrain,"Per 1,000 people",Baliarrain,0.0
2019,EU_COV_RGI,,TIT,MIGRANT,,,,Baliarrain,"Per 1,000 people",Baliarrain,111.1
2014,EU_COV_RGI,,TIT,MIGRANT,,,,Baliarrain,"Per 1,000 people",Baliarrain,0.0
2016,EU_COV_RGI,,TIT,MIGRANT,,,,Baliarrain,"Per 1,000 people",Baliarrain,0.0
2017,EU_COV_RGI,,TIT,MIGRANT,,,,Balmaseda,"Per 1,000 people",Balmaseda,124.5
2020,EU_COV_RGI,,TIT,MIGRANT,,,,Balmaseda,"Per 1,000 people",Balmaseda,129.3
2014,EU_COV_RGI,,TIT,MIGRANT,,,,Balmaseda,"Per 1,000 people",Balmaseda,140.7
2019,EU_COV_RGI,,TIT,MIGRANT,,,,Balmaseda,"Per 1,000 people",Balmaseda,97.7
2015,EU_COV_RGI,,TIT,MIGRANT,,,,Balmaseda,"Per 1,000 people",Balmaseda,144.9
2016,EU_COV_RGI,,TIT,MIGRANT,,,,Balmaseda,"Per 1,000 people",Balmaseda,121.9
2018,EU_COV_RGI,,TIT,MIGRANT,,,,Balmaseda,"Per 1,000 people",Balmaseda,119.3
2021,EU_COV_RGI,,TIT,MIGRANT,,,,Balmaseda,"Per 1,000 people",Balmaseda,117.6
2017,EU_COV_RGI,,TIT,MIGRANT,,,,Baños de Ebro/Mañueta,"Per 1,000 people",Baños de Ebro/Mañueta,19.6
2018,EU_COV_RGI,,TIT,MIGRANT,,,,Baños de Ebro/Mañueta,"Per 1,000 people",Baños de Ebro/Mañueta,14.1
2019,EU_COV_RGI,,TIT,MIGRANT,,,,Baños de Ebro/Mañueta,"Per 1,000 people",Baños de Ebro/Mañueta,29.9
2016,EU_COV_RGI,,TIT,MIGRANT,,,,Baños de Ebro/Mañueta,"Per 1,000 people",Baños de Ebro/Mañueta,45.5
2014,EU_COV_RGI,,TIT,MIGRANT,,,,Baños de Ebro/Mañueta,"Per 1,000 people",Baños de Ebro/Mañueta,27.0
2015,EU_COV_RGI,,TIT,MIGRANT,,,,Baños de Ebro/Mañueta,"Per 1,000 people",Baños de Ebro/Mañueta,25.6
2021,EU_COV_RGI,,TIT,MIGRANT,,,,Baños de Ebro/Mañueta,"Per 1,000 people",Baños de Ebro/Mañueta,29.4
2020,EU_COV_RGI,,TIT,MIGRANT,,,,Baños de Ebro/Mañueta,"Per 1,000 people",Baños de Ebro/Mañueta,52.6
